id,documentId,name,type,phone,whatsapp,openingHour,address,nonStop,latitude,longitude,promoted,createdAt,updatedAt,publishedAt,locale
10151,m33ly8cdfbdfx8pffiq03rq2,Buta 273 Xalqalar Dostluğu,PHARMACY,+994554678713,,9:00-22:00/7,"Bakı şəh., Nizami ray., Q.Qarayev pr., 119",False,40.39756401,49.95300071,False,2025-06-04T20:13:08.927Z,2025-11-19T12:56:32.354Z,2025-11-19T12:56:32.664Z,az
9905,g5u7zxg57u17g0kdjr3kk62y,Aloe Ağa Nemətulla,PHARMACY,+994555153558,,,"Nərimanov ray., Aga Neymətulla küç., ev 50 (Nəriman Nərimanov metrosunun yaxınlığı)",False,40.40373884,49.87158988,False,2025-06-04T20:13:09.270Z,2025-11-19T12:56:24.735Z,2025-11-19T12:56:25.458Z,az
9944,m6ycqqyo6cawqsmdccnmr6zf,Aloe Bravo Bakıxanov,PHARMACY,+994552043355,,9:00-22:00/7,"Bakı şəh., Sabunçu ray., R.Qəmbərov küç., məh. 2566",False,40.41243111,49.95523007,False,2025-06-04T20:13:08.110Z,2025-11-19T12:56:25.858Z,2025-11-19T12:56:26.769Z,az
10034,vv69osvydgdvlwafkrkp02x8,Dokta 639 Şamaxı,PHARMACY,+994554050166,,9:00-21:00/7,"Şamaxı şəh., N.Nərimanov küç., 68",False,40.63970044,48.63895413,False,2025-06-04T20:13:04.062Z,2025-11-19T12:56:29.413Z,2025-11-19T12:56:29.840Z,az
10068,utdlb55f2faj9jy1hvzxeu33,Kanon Xəmsə Mingəçevir,PHARMACY,+994554558547;+994242758871,,8:00-24:00/7,"Mingəçevir şəh., H.Əliyev pr., 51Q",False,40.76811785,47.05611909,False,2025-06-04T20:13:04.028Z,2025-11-19T12:56:30.352Z,2025-11-19T12:56:30.625Z,az
10115,yjr5m81nxydbnsdtti6bulng,Dokta 540 Zaqatala,PHARMACY,+994552261495,,,"Zaqatala şəh., Vidadi küç., 15",False,41.63318308,46.64317001,False,2025-06-04T20:13:09.363Z,2025-11-19T12:56:30.982Z,2025-11-19T12:56:31.804Z,az
9902,f6ewx7oi8xxvm9a9hc4aupjr,Aloe Araz Xalqlar,PHARMACY,+994992044403,,9:00-22:00/7,"Bakı şəh., Nizami ray., B.Nuriyev küç., 32",False,40.40113233,49.95633588,False,2025-06-04T20:13:07.561Z,2025-11-19T12:56:24.447Z,2025-11-19T12:56:25.154Z,az
9946,r6h7te370a35m7r9ww4gd5so,SUNTERRA,PHARMACY,+994554558717;+994123760691,,8:00-23:00/7,"Bakı şəh., Xətai ray., Sarayevo küç., ev 18",False,40.38628416,49.9588971,False,2025-06-04T20:13:03.914Z,2025-11-19T12:56:26.531Z,2025-11-19T12:56:26.859Z,az
9975,iio6qsdfgraj6a04bas4mvq0,Medical City,PHARMACY,+994705942505;+994125942505,,9:00-21:00/7,"Bakı şəh., Nəsimi ray., Füzuli küç.,49",False,40.3772141,49.8367291,False,2025-06-04T20:13:03.900Z,2025-11-19T12:56:27.387Z,2025-11-19T12:56:27.589Z,az
10012,pzx952y5cqpzyz6spyj5hd03,Vita Sabunçu 14,PHARMACY,+994552247997;+994124507428,,,"Bakı şəh., Sabunçu ray., Ə.Məmədəliyev küç. 7",False,40.44485192,49.94401368,False,2025-06-25T08:29:40.066Z,2025-11-19T12:56:28.169Z,2025-11-19T12:56:29.080Z,az
10041,op70t6drje1uzsh5r0y633v6,Zeytun metro Gənclik 1,PHARMACY,+994502731195,,8:00-23:00/7,"Bakı şəh., Nərimanov ray., F.X. Xoyski pr. (metronun içi- Gənclik-mall çıxışı)",False,40.400853,49.85253,False,2025-06-04T20:13:04.020Z,2025-11-19T12:56:29.656Z,2025-11-19T12:56:30.089Z,az
10067,k4j2xyoptjujiomm3wi4a3d2,Aloe Bakıxanov,PHARMACY,+994992044407,+994992044407,9:00-22:00/7,"Bakı şəh., Bakıxanov qəs., M.Fətəliyev küç., 35",False,40.41251016,49.95616337,False,2025-06-04T20:13:08.960Z,2025-11-19T12:56:30.324Z,2025-11-19T12:56:30.552Z,az
10144,p74g62uqtm4eom6v4625huzb,Kanon Mərkəz Gəncə,PHARMACY,+994554558104;+994222564277,,8:00-24:00/7,"Gəncə şəh., Ə.Məmmədov küç., 47",False,40.66606615,46.35292341,False,2025-06-04T20:13:06.822Z,2025-11-19T12:56:32.149Z,2025-11-19T12:56:32.461Z,az
9878,g0zfm75b76tpuiyg7nmxkg9e,Vita Pirşagı 104,PHARMACY,+994125515419;+994552548419,,,"Sabunçu ray., Pirşagı qəs., Əjdər Məlikov 34 (Anar marketlə üzbəüz Məscidin yanında)",False,40.55770766,49.88807668,False,2025-06-04T20:13:04.669Z,2025-11-19T12:56:23.346Z,2025-11-19T12:56:23.865Z,az
9936,zoi4yewqhv2ilvqa4kc8nmqn,Zeytun metro 28 May,PHARMACY,+994502735410,,8:00-23:00/7,"Bakı şəh., Nəsimi ray., Puşkin küç.",False,40.37971543,49.84893561,False,2025-06-04T20:13:03.966Z,2025-11-19T12:56:26.189Z,2025-11-19T12:56:26.624Z,az
10009,e6e6i81pavvrcfdkmvs90yj5,Aloe KFC,PHARMACY,+994992044413,+994992044413,9:00-22:00/7,"Bakı şəh., Yasamal ray., М. Şərifzadə küç.,125 A",False,40.38912263,49.80289939,False,2025-06-04T20:13:08.545Z,2025-11-19T12:56:28.582Z,2025-11-19T12:56:28.946Z,az
10149,n5nzdd8o69wxiojrbavpalet,Kanon Lənkəran,PHARMACY,+994554558569;+994252551995,,8:00-22:00/7,"Lənkəran şəh., H.Aslanov küç., (Xiyabanın yanı)",False,38.75478404,48.85219382,False,2025-06-04T20:13:04.044Z,2025-11-19T12:56:32.358Z,2025-11-19T12:56:32.614Z,az
9901,rhhlshgxj4bh2ib17xtdqzlz,Aloe Buzovna,PHARMACY,+994992044412,+994992044412,9:00-22:00/7,"Bakı şəh., Buzovna qəs., R. İmanov küç., 24",False,40.52760395,50.09816446,False,2025-06-04T20:13:08.930Z,2025-11-19T12:56:24.446Z,2025-11-19T12:56:25.151Z,az
10007,uqrsfbuh573iubl2t8k6ivgw,Aloe Gənclik Mall,PHARMACY,+994552043399,,9:00-22:00/7,"Bakı şəh., Nərimanov ray., F.X. Xoyski pr.,14",False,40.39995706,49.85303703,False,2025-06-04T20:13:07.342Z,2025-11-19T12:56:28.428Z,2025-11-19T12:56:28.818Z,az
10030,ndzkw9nnd2tkwcmbewm9ng7s,100 Aptek,PHARMACY,+994555054867,,8:00-23:00/7,"Bakı şəh ,Nizami ray., Q.Qarayev pr., 74H",False,40.40953047,49.94333401,False,2025-06-04T20:13:08.482Z,2025-11-19T12:56:29.146Z,2025-11-19T12:56:29.449Z,az
10108,ns518iwbzvxswud1bzibum9q,Zeytun 313 Primorsk,PHARMACY,+994773761010,,,"Bakı şəh., Qaradağ ray.,Sahil qəs., E.Quliyev küç., 50",False,40.22507658,49.58006988,False,2025-06-04T20:13:08.476Z,2025-11-19T12:56:31.300Z,2025-11-19T12:56:31.639Z,az
10136,ikzvll9l4z49etacj807phsh,BUTA Xətai   ,PHARMACY,+994124892602;+994552140035,,9:00-23:00/7,"Bakı şəh., Xətai ray., Xocalı pr., 29",False,40.38299002,49.87009688,False,2025-06-04T20:13:03.820Z,2025-11-19T12:56:31.876Z,2025-11-19T12:56:32.227Z,az
10153,d658runjs3edljekq54o6vk3,Kanon Qöncə 160 Gəncə,PHARMACY,+994554558549;+994222551039;+994125102378,,8:00-22:00/7,"Gəncə şəh., Kəpəz ray., Ş.İ.Xətai pr. ilə Atatürk pr. kəsişməsi",False,40.6976943,46.36121124,False,2025-06-04T20:13:03.971Z,2025-11-19T12:56:32.460Z,2025-11-19T12:56:32.749Z,az
9933,ew4ihemxdha4p6jj4f9ecqax,Zəfəran Mərdakən,PHARMACY,+994554559078;+994124548289,,8:00-22:00/7,"Bakı şəh., Xəzər ray., Mərdəkan qəs., S.Yesenin küç., 614",False,40.4869905,50.16462307,False,2025-06-04T20:13:03.944Z,2025-11-19T12:56:26.148Z,2025-11-19T12:56:26.573Z,az
10050,lc3og01o729oip0damekx1lv,Səma Aptek,PHARMACY,+994554558546;+994125626116,,24/7,"Bakı şəh., Binəqədi ray., 8-ci mkr., Ş.Məmmədova küç., ev 6E",True,40.42160361,49.84642317,False,2025-06-04T20:13:06.797Z,2025-11-19T12:56:29.820Z,2025-11-19T12:56:30.242Z,az
10152,ys5h869z4ajgpuxjiab3cvk6,Dokta 842 Mingəçevir,PHARMACY,+994555078597,,,"Mingəçevir şəh., A.Məmmədov küç., 4A",False,40.7544244,47.06441331,False,2025-06-04T20:13:04.666Z,2025-11-19T12:56:32.433Z,2025-11-19T12:56:32.711Z,az
9969,xfh47nubl1mawke6hzln7fyg,Zəfəran Şirvan,PHARMACY,+994554558747;+994212153468,,9:00-21:00/7,"Şirvan şəh., N.Nərimanov pr., 2A",False,39.9520136,48.9391757,False,2025-06-04T20:13:04.063Z,2025-11-19T12:56:27.151Z,2025-11-19T12:56:27.449Z,az
10042,ek3di9p1qit0n3f3wnap3lu4,Lutemax,PHARMACY,+994554558538;+994124323993,,9:00-23:00/7,"Bakı şəh., Yasamal ray., Şərifzadə küç., 100",False,40.38390982,49.80393363,False,2025-06-04T20:13:03.840Z,2025-11-19T12:56:29.846Z,2025-11-19T12:56:30.128Z,az
10069,i710lu51zblbmtc9vwfu9xar,Aptek Buta-50 Lökbatan,PHARMACY,+994552041252;+994124455587,,,"Bakı şəh., Qaradağ ray., Lökbatan qəs., İntiqam Nəbiyev küç., 33",False,40.32473729,49.74111363,False,2025-06-04T20:13:09.101Z,2025-11-19T12:56:30.405Z,2025-11-19T12:56:30.709Z,az
10146,znsus21p9lccpfxxn79vhmcd,Darçın Lider TV,PHARMACY,+994992078809;+994125551053,,24/7,"Bakı şəh., Yasamal ray., A.Abbasov küç., 22",True,40.38602347,49.81525802,False,2025-06-04T20:13:07.443Z,2025-11-19T12:56:32.188Z,2025-11-19T12:56:32.516Z,az
9918,uopu62nc2dlf6z82959ar7sg,Kanon Qazax-1,PHARMACY,+994554558168;+994222955631,,8:00-22:00/7,"Qazax şəh., H.Əliyev pr., 114 A",False,41.09269255,45.36619124,False,2025-06-04T20:13:04.072Z,2025-11-19T12:56:24.561Z,2025-11-19T12:56:25.854Z,az
10078,n53ue91875re2nfqaakapr3q,Zəfaran 535 Şəki,PHARMACY,+994554558963,,10:00-22:00/7,"Şəki şəh., M.Rəzulzadə pr.,711",False,41.19718646,47.17536542,False,2025-06-04T20:13:04.039Z,2025-11-19T12:56:30.573Z,2025-11-19T12:56:30.885Z,az
10143,z5m17q33y8xi9gg73i87lhpc,Vita Binə 60,PHARMACY,+994125561739 / +994552171127,,,"Bakı şah., Xəzər ray., Binə qəs., Ə.İsazadə küç.
(BazarStore-un yanı)",False,40.45050458,50.08781063,False,2025-06-25T08:25:20.033Z,2025-11-19T12:56:32.175Z,2025-11-19T12:56:32.445Z,az
9959,vvsoi2w6pyvqcbbbv3omm6rc,Darçın M.Müşfiq,PHARMACY,+994992078802;+994125370558,,24/7,"Bakı şəh., Yasamal ray., M.Müşfiq küç., 10",True,40.36524077,49.81985767,False,2025-06-04T20:13:04.156Z,2025-11-19T12:56:26.807Z,2025-11-19T12:56:27.190Z,az
10040,c9vl920qieedj99s8kufaykx,5+ Aptek,PHARMACY,+994555152729,,8:00-23:00/7,"Bakı şəh., Yasamal ray., Ş.Qurbanov küç., 2/5",False,40.37641158,49.83233578,False,2025-06-04T20:13:04.399Z,2025-11-19T12:56:29.741Z,2025-11-19T12:56:30.099Z,az
10097,bcmkeb8b7imuw8d9t13bm9mb,Pharma Store Olimp,PHARMACY,+994502517888,+994502517888,9:00-21:00/7,"Bakı şəh., Yasamal ray.,Ə.Ələkbərov küç.,5",False,40.37981471,49.81913775,False,2025-06-04T20:13:08.291Z,2025-11-19T12:56:30.880Z,2025-11-19T12:56:31.287Z,az
9916,pm1rxmub76uc3zrkgy0r938c,Darçın Neftçilər xəstəxanası,PHARMACY,+994992078860;+994124804644,,24/7,"Bakı şəh., Nizami ray., H.Salmani küç., 1/1",True,40.380924,49.862648,False,2025-06-04T20:13:08.062Z,2025-11-19T12:56:24.546Z,2025-11-19T12:56:25.820Z,az
9990,uihrqbyy7pr6ihm5pie9u8ft,Dokta-804 Sumqayıt,PHARMACY,+99455 9914797;+994186568589,,9:00-23:00/7,"Sumqayıt şəh., 17-ci mkr, M. Əsədov küç.",False,40.56029551,49.69840037,False,2025-06-04T20:13:03.979Z,2025-11-19T12:56:27.708Z,2025-11-19T12:56:28.009Z,az
10066,jqsi70j1mfjg38khslrb2l00,Buta-22 Şamaxinka,PHARMACY,+994124316293;+994552093469,,,"Bakı şəh. Nəsimi r-nu, Moskva pr., 58A",False,40.40624813,49.80699462,False,2025-06-04T20:13:09.333Z,2025-11-19T12:56:30.236Z,2025-11-19T12:56:30.552Z,az
10155,ojqedsadltc92ijcynszk49q,Vita Yasamal,PHARMACY,+994125330476,,,"Bakı şəh., Yasamal ray., Ş. Mehdiyev küç., ev 97",False,40.39265623,49.81500853,False,2025-06-04T20:13:06.140Z,2025-11-19T12:56:32.591Z,2025-11-19T12:56:32.884Z,az
9885,hjzjfds4ela591k8chxm856z,İMMUN  Goranboy,PHARMACY,+994702452112;+994222452112,,,"Goranboy şəh,H.Əliyev pr., 50",False,40.60429312,46.78415902,False,2025-06-04T20:13:08.535Z,2025-11-19T12:56:23.380Z,2025-11-19T12:56:23.994Z,az
10011,i6bp0pcvc71zz4sysggok94s,Aloe Azza Street Retail,PHARMACY,+994552047766,,9:00-22:00/7,"Bakı şəh., Nəsimi ray., R.Behbudov küç., 52",False,40.37628619,49.84574418,False,2025-06-04T20:13:07.452Z,2025-11-19T12:56:28.596Z,2025-11-19T12:56:29.045Z,az
10053,wyztl94n22j7fvggfrpnjj8e,Pharma Store Koala Park,PHARMACY,+994512501939,,8:00-23:00/7,"Bakı şəh., Nəsimi ray., Azadlıq pr., 153B",False,40.39108963,49.84174296,False,2025-06-04T20:13:06.830Z,2025-11-19T12:56:29.357Z,2025-11-19T12:56:30.329Z,az
10092,v91q826z1ijni4pe9cqkfc77,Zeytun metro N. Nərimanov 1,PHARMACY,+994502731197,,8:00-23:00/7,"Bakı şəh., Nərimanov ray., Təbriz küç.(metronun içi- Metropark çıxışı)",False,40.40323658,49.87128845,False,2025-06-04T20:13:03.940Z,2025-11-19T12:56:30.818Z,2025-11-19T12:56:31.101Z,az
10137,x6rb3vgejzc94ttbn2gyu3z3,Buta-62 Nardaran yolu,PHARMACY,+994124554072 / +994552262781,,,Bakı şəh. Sabunçu ray. Maştağa qəs. Seyid İbadağa küç. Ev 1A,False,40.53360324,50.00193894,False,2025-07-21T13:41:08.061Z,2025-11-19T12:56:31.948Z,2025-11-19T12:56:32.239Z,az
9886,c43qkqt5trhduekdw667b0v6,Buta Gəncə 7450,PHARMACY,+994556797365,,,Gəncə şəh. Nizami ray. Ə.Mehmandarov küç. (Araz marketin yanı),False,40.67511304,46.33432752,False,2025-07-21T13:38:50.065Z,2025-11-19T12:56:23.542Z,2025-11-19T12:56:24.029Z,az
9925,skvzykqodecko03zql8t92w7,Dokta 859 Zaqatala,PHARMACY,+994503362704,,,"Zaqatala şəh., Zərifə Əliyeva parkı",False,41.62905741,46.64287606,False,2025-06-04T20:13:09.412Z,2025-11-19T12:56:25.613Z,2025-11-19T12:56:26.174Z,az
9955,m9nec3bu64e6nh7bx05hzi36,Günəbaxan,PHARMACY,+994554555638;+994125102378,,8:00-23:00/7,"Bakı şəh., Yasamal ray., B.Vahabzadə küç., 5",False,40.3753653,49.81219317,False,2025-06-04T20:13:03.787Z,2025-11-19T12:56:26.612Z,2025-11-19T12:56:27.105Z,az
10035,cpmyty4n8vorb8fkwe1oa1bj,Zeytun metro Gənclik 2,PHARMACY,+994502731194,,8:00-23:00/7,"Bakı şəh., Nərimanov ray., F.X. Xoyski pr. (metronun içi- McDonald's çıxışı)",False,40.40014,49.850528,False,2025-06-04T20:13:03.992Z,2025-11-19T12:56:29.622Z,2025-11-19T12:56:29.974Z,az
10070,tkavk4qzo2kxojp2ue2iyina,Zeytun metro Qara Qarayev 1,PHARMACY,+994502731190,,8:00-23:00/7,"Bakı şəh., Nizami ray., Q.Qarayev pr. (metronun içi-Panda Kids çıxışı)",False,40.41763273,49.93309161,False,2025-06-04T20:13:08.270Z,2025-11-19T12:56:30.429Z,2025-11-19T12:56:30.737Z,az
10093,pnirhh67e5xx3gig6o0atqy3,Zəfəran Primorsk-1,PHARMACY,+994554559093;+994124469799,,9:00-21:00/7,"Bakı şəh., Qaradağ ray., Sahil qəs., M.Seyidov küç., 24",False,40.22947879,49.5819599,False,2025-06-04T20:13:03.873Z,2025-11-19T12:56:30.981Z,2025-11-19T12:56:31.253Z,az
10127,bo5gqkf71gfs3ae5dvd3nve8,Kanon Zəfər Bərdə,PHARMACY,+994559007525,,8:00-24:00/7,"Bərdə şəh., Ü.Hacıbəyov küç.,12",False,40.37448313,47.12270731,False,2025-06-04T20:13:04.049Z,2025-11-19T12:56:31.554Z,2025-11-19T12:56:32.055Z,az
9887,jxf4bdmlhjcxm3gahoe3dhyl,ROWALUX,PHARMACY,+994559510993,,8:30-23:00/7,"Bakı şəh., Xətai ray., M.Hadi küç., 65K",False,40.37404954,49.95400986,False,2025-06-04T20:13:06.834Z,2025-11-19T12:56:23.537Z,2025-11-19T12:56:24.055Z,az
10008,cy7qdmkgv1ugbh3jumagqa7a,Vita - Hövsan,PHARMACY,+99412457388 / +994552205256,,,"Bakı şəh., Suraxanı ray., Hövsan qəs., Hafiz Quliyev küç., 24 (Hövsan Mall yaxınlığında)",False,40.36024176,50.07776497,False,2025-06-25T08:21:12.121Z,2025-11-19T12:56:28.521Z,2025-11-19T12:56:28.878Z,az
10148,lukt7etocilyu4k39tc8lhar,Darçın BSM,PHARMACY,+994992078817;+994124413791,,24/7,"Bakı şəh., Nəsimi ray., N.Yusifbeyli küç., 90 a",True,40.39805333,49.83927907,False,2025-06-04T20:13:08.083Z,2025-11-19T12:56:32.176Z,2025-11-19T12:56:32.582Z,az
9888,y0xi2y7wzjok1z8say3c86pc,Buta 415 Sarayevo,PHARMACY,+994552065869,,24/7,"Bakı şəh., Xətai ray., Sarayevo küç., 36",True,40.38660182,49.96280818,False,2025-06-04T20:13:08.925Z,2025-11-19T12:56:23.589Z,2025-11-19T12:56:24.094Z,az
9909,yvudhb897u7rfzyk1i6ukyp1,Aloe Əhmədli 2 (Sarayevo),PHARMACY,+994992044404,,9:00-22:00/7,"Bakı şəh., Xətai ray., Sarayevo küç., 18C",False,40.38628422,49.95883229,False,2025-06-04T20:13:08.403Z,2025-11-19T12:56:24.754Z,2025-11-19T12:56:25.484Z,az
9979,y0552faza6a85xghv7ekeye5,Zeytun metro Neftçilər 1,PHARMACY,+994502731193,,8:00-23:00/7,"Bakı şəh., Nizami ray., Q.Qarayev pr. (metronun içi- McDonald's çıxışı)",False,40.41038209,49.94348399,False,2025-06-04T20:13:06.823Z,2025-11-19T12:56:27.235Z,2025-11-19T12:56:27.632Z,az
10101,v200wofo02p26dudz1trm9d5,Zəfəran Cəlilabad,PHARMACY,+994252453838;+994554558164,,8:00-24:00/7,"Cəlilabad şəh., Bakı-Astara şosesi",False,39.22500767,48.51994053,False,2025-06-04T20:13:07.920Z,2025-11-19T12:56:31.151Z,2025-11-19T12:56:31.401Z,az
9919,osd0a6aubttkkng1fau76kgq,Aloe Badamdar,PHARMACY,+994992044484,,,"Səbail ray., Badamdar qəsəbəsi,1-ci yaşayış massivi,Badamdar şossesi 5 (Caspian İnternational Hospital yaxınlığı)",False,40.34277285,49.81014995,False,2025-06-04T20:13:09.297Z,2025-11-19T12:56:25.437Z,2025-11-19T12:56:25.901Z,az
9962,u148uvzog9zzyj331xba04lu,Zəfəran 20 Yanvar,PHARMACY,+994554556951;+994124318700,,9:00-23:00/7,"Bakı şəh., Yasamal ray., Zərdabi pr. ilə M.Həsənov küç. kəsişməsi, məh. 3165 (Azərsu ilə üzbəüz)",False,40.40408904,49.80633186,False,2025-06-04T20:13:03.860Z,2025-11-19T12:56:26.744Z,2025-11-19T12:56:27.152Z,az
10122,s8s21i3osomobz8002xrn0sa,Buta Bayıl 2,PHARMACY,+994552080086;+994124911367,,9:00-23:00/7,"Bakı şəh., Səbail ray., Ə.Yaqubov küç., 6",False,40.34087697,49.83679582,False,2025-06-04T20:13:03.922Z,2025-11-19T12:56:31.673Z,2025-11-19T12:56:31.898Z,az
8601,b5vp3oexaq744p4s54wyvvej,Universal Pharma,PHARMACY,+994773333030,,,"Bakı şəhəri, Yasamal rayonu, İsmayılbəy Qutqaşınlı küçəsi, 50",False,40.37,49.82,False,2025-08-05T05:50:10.007Z,2025-08-05T05:51:28.504Z,2025-08-05T05:51:28.537Z,az
